rank,frequency,lemma,indonesia
9091,4.83,出回る,Aku mau keluar.
9092,4.82,冷やす,Dingin.
9093,4.82,華やか,Cantik sekali.
9094,4.82,リーディング,Membaca
9095,4.82,ナショナリズム,Nasionalisme
9096,4.82,プラザ,Plaza
9097,4.82,墓地,Cemetery
9098,4.82,強行,Hard
9099,4.82,絶える,Akhir
9100,4.82,近づける,Mendekatlah.
9101,4.82,忍耐,Ketekunan
9102,4.82,風水,Yuzu.
9103,4.82,けっして,Tidak pernah.
9104,4.82,月額,Jumlah bulanan
9105,4.82,無関心,Aku tidak peduli.
9106,4.82,御礼,Terima kasih.
9107,4.82,シアター,Teater.
9108,4.82,回戦,Mari kita pergi.
9109,4.82,ドリーム,Mimpi.
9110,4.82,スキャン,Pindai
9111,4.81,作物,PROGRESS
9112,4.81,団地,Konsentrasi
9113,4.81,褒美,Hadiah.
9114,4.81,枯れる,Dia akan mati.
9115,4.81,濃厚,Saturasi
9116,4.81,有権者,Voting
9117,4.81,積み上げる,Ini menumpuk.
9118,4.81,受容,Terima
9119,4.8,採決,Tekad
9120,4.8,無用,Tidak ada gunanya.
9121,4.8,駆る,Mari kita bawa dia keluar dari sini.
9122,4.8,上流,Upstream
9123,4.8,拭く,Aku akan menyekanya.
9124,4.8,カタカナ,Katana
9125,4.8,鳥取,Penangkap burung.
9126,4.8,電圧,Gradien
9127,4.8,逃げ出す,Kita harus keluar dari sini.
9128,4.79,パラメータ,Parameter
9129,4.79,自民,Bangsa
9130,4.79,でかける,Aku akan meneleponmu kembali.
9131,4.79,シネマ,Cinema
9132,4.79,線路,Trek
9133,4.79,催す,Aku akan melakukannya.
9134,4.79,サーフィン,Berselancar
9135,4.79,納豆,Natto.
9136,4.79,マネ,Manajer.
9137,4.79,配送,Kiriman.
9138,4.79,食器,Pencuci piring.
9139,4.79,最高裁判所,Mahkamah Agung.
9140,4.79,遠征,Kepunahan
9141,4.79,積もる,Aku akan mengisinya.
9142,4.79,トピックス,Butir
9143,4.79,つぶれる,Aku akan mendobraknya.
9144,4.79,ライス,Beras.
9145,4.78,ビラ,Vila.
9146,4.78,手足,Jari kaki dan jari kaki.
9147,4.78,ウィリアム,William.
9148,4.78,回想,Remedy.
9149,4.78,めったに,Ini jarang terjadi.
9150,4.78,ただただ,Hanya saja...
9151,4.78,芸人,Kau seorang Geisha.
9152,4.78,愉快,Ini menyenangkan.
9153,4.78,やす,Aku akan melakukannya.
9154,4.78,シャンプー,shampoo.
9155,4.78,越し,Minggir.
9156,4.78,盾,S.H.I.E.L.D.
9157,4.78,名曲,Itu lagu yang bagus.
9158,4.77,カレッジ,Kuliah.
9159,4.77,図式,Diagram
9160,4.77,詰め,Mengepak
9161,4.77,接客,Tamu.
9162,4.77,唄,Bernyanyilah.
9163,4.77,徳島,Tokushima
9164,4.77,懸命,Kerja keras.
9165,4.77,薫,Kaoru.
9166,4.77,なんらかの,Aku tidak tahu.
9167,4.77,喰う,Makan.
9168,4.77,併用,Pelengkapan
9169,4.77,平凡,Normal
9170,4.77,働きかける,Aku sedang mengusahakannya.
9171,4.77,わる,Maafkan aku.
9172,4.76,時価,Nilai waktu
9173,4.76,少い,Sedikit.
9174,4.76,刺身,Sniveling.
9175,4.76,下降,Falling Down
9176,4.76,ピラミッド,Piramida
9177,4.76,仮名,Diterjemahkan oleh mumetndase.
9178,4.76,インテル,Intel.
9179,4.76,タコ,Gurita.
9180,4.76,ロイヤル,Royal
9181,4.76,面す,Wajah
9182,4.75,ぞう,Maafkan aku.
9183,4.75,レーベル,Rabel.
9184,4.75,政治家,Seorang politikus.
9185,4.75,戦犯,Dia penjahat perang.
9186,4.75,評,Itu kutipan.
9187,4.75,デッキ,Di dek.
9188,4.75,リース,Reese.
9189,4.75,彩,Saturasi
9190,4.75,翌朝,Keesokan paginya.
9191,4.75,迄,Sampai sekarang.
9192,4.75,詰,Kunci itu.
9193,4.75,改修,Penghapusan
9194,4.75,遠隔,Jauh
9195,4.74,拠出,Kita keluar dari sini.
9196,4.74,考古学,Arkeologi
9197,4.74,危惧,Aku khawatir.
9198,4.74,純正,Murni
9199,4.74,コス,Koss.
9200,4.74,蛙,Seekor katak.
9201,4.74,上旬,Penyusup
9202,4.73,大家,Pemilik rumah.
9203,4.73,入金,Deposit.
9204,4.73,粒子,Gradien
9205,4.73,わがまま,Ketekunan
9206,4.73,転ぶ,Aku akan jatuh.
9207,4.73,閉店,Hampir.
9208,4.73,百貨店,Sebuah department store.
9209,4.73,官邸,Gedung Putih.
9210,4.73,悟る,Aku tahu.
9211,4.73,たびたび,Berkali-kali.
9212,4.73,不完全,Infinite
9213,4.73,そいつ,Itu dia.
9214,4.73,配備,Penyebaran.
9215,4.73,パチ,Pitch.
9216,4.73,やけど,Luka bakar.
9217,4.72,閉まる,Tutup
9218,4.72,クッキー,cookies.
9219,4.72,善意,Goodwill.
9220,4.72,函,Pack
9221,4.72,予め,Memperingatkan.
9222,4.72,聡,Ini hanya masalah waktu.
9223,4.72,日の丸,♪ Day round ♪
9224,4.71,ミラノ,Milan
9225,4.71,馬券,Tiket kuda.
9226,4.71,礼,Terima kasih.
9227,4.71,綿,Cotton.
9228,4.71,万が一,Aku tidak tahu.
9229,4.71,若年,Anak muda.
9230,4.71,命題,Proposal
9231,4.71,湿る,Basah
9232,4.71,ハッカー,Seorang hacker.
9233,4.71,先程,Aku pernah melihatnya.
9234,4.7,広範,Perluas
9235,4.7,価,Nilai
9236,4.7,民家,Rumah.
9237,4.7,松山,Matsuyama.
9238,4.7,っきり,Aku tidak.
9239,4.7,プロセッサ,Prosesor
9240,4.7,精,Pekerjaan
9241,4.7,焼肉,Bakar daging.
9242,4.69,法学,Sekolah hukum.
9243,4.69,狂気,Kegilaan
9244,4.69,洞,Gua
9245,4.69,ゴールデン,Emas.
9246,4.69,暗闇,Kegelapan
9247,4.69,筆頭,Puncak
9248,4.69,創価学会,Ini pertemuan sekolah.
9249,4.69,レコーダー,Perekam
9250,4.69,撮れる,Aku bisa mendapatkannya.
9251,4.68,水槽,Sebuah tangki.
9252,4.68,返品,Sudah kembali.
9253,4.68,採算,Aritmatika
9254,4.68,籠,Keranjang.
9255,4.68,押しつける,Aku akan memaksamu untuk melakukannya.
9256,4.68,フラン,Franc.
9257,4.68,上院,Senat.
9258,4.68,焼,Bakar
9259,4.68,暗記,Hafalkan
9260,4.68,いくらか,Beberapa.
9261,4.68,爆破,Bahan Peledak
9262,4.68,出動,Mari kita pergi.
9263,4.68,ソフトウエア,Perangkat Lunak
9264,4.68,動揺,Turbulensi
9265,4.68,結城,Penyambutan
9266,4.68,音源,Sumber Suara
9267,4.68,銅,Tembaga
9268,4.67,ピアニスト,Seorang pianis.
9269,4.67,着陸,Mendarat
9270,4.67,捏造,Ini palsu.
9271,4.67,星野,Starfield
9272,4.67,耐久,Ketekunan
9273,4.67,資材,Material
9274,4.67,講,Kelas
9275,4.67,無力,Kau tak berdaya.
9276,4.67,教諭,MENJELAJAR
9277,4.67,みかん,Aku tidak menyukainya.
9278,4.67,小道具,Sebuah properti.
9279,4.67,ネクタイ,Seri.
9280,4.67,お宅,Rumah.
9281,4.67,もち,Ya.
9282,4.67,強要,Wajib
9283,4.67,名人,Guru
9284,4.67,言説,Proselytisme
9285,4.66,大工,Tukang Kayu
9286,4.66,差し上げる,Aku akan memberikannya kepada Anda.
9287,4.66,いっそ,Aku tidak tahu.
9288,4.66,ナノ,Nano
9289,4.66,はん,Ha-ha.
9290,4.66,内訳,Inner.
9291,4.66,室長,"Hei, manajer kamar."
9292,4.66,わん,Tidak.
9293,4.66,アトピー,Atpi.
9294,4.65,浜松,Sakura Matsu
9295,4.65,投じる,Aku akan membuangnya.
9296,4.65,吉川,Yoshigawa.
9297,4.65,救出,Penyelamatan
9298,4.65,財務省,Departemen Layanan Keuangan.
9299,4.65,着替える,Aku akan berpakaian.
9300,4.65,お正月,Tahun Baru
9301,4.65,超越,Transisi
9302,4.65,亡命,Pengasingan.
9303,4.65,足跡,Jejak kaki
9304,4.65,優良,Bagus.
9305,4.65,ウォール,Tembok
9306,4.65,預言,NUBUAT
9307,4.65,マレー,Murray.
9308,4.65,言い分,Ada apa?
9309,4.65,薔薇,Mawar
9310,4.65,名付ける,Aku akan memberimu nama.
9311,4.64,昆虫,Serangga
9312,4.64,作動,Berhasil.
9313,4.64,映し出す,Mari kita lihat.
9314,4.64,水素,hidrogen
9315,4.64,わぁ,Wow.
9316,4.64,婚約,Aku sudah bertunangan.
9317,4.64,まじ,"Oh, sial."
9318,4.64,コップ,Segelas.
9319,4.64,岡崎,Oksaki.
9320,4.64,撒く,Aku akan membuangnya.
9321,4.64,フセイン,Hussein
9322,4.64,活気,Dia hidup.
9323,4.64,製薬,Farmasi
9324,4.64,思い出せる,Aku ingat.
9325,4.63,ループ,loop
9326,4.63,接種,Inokulasi
9327,4.63,仕上がる,Aku akan menyelesaikannya.
9328,4.63,エール,Ale.
9329,4.63,オウム,Seekor burung beo.
9330,4.63,カルト,Cult
9331,4.62,込,Ak.
9332,4.62,伝道,Mengabar
9333,4.62,延ばす,Tunda
9334,4.62,悲鳴,Menangis.
9335,4.62,乾杯,Bersulang.
9336,4.62,不適切,Ini tidak pantas.
9337,4.62,総研,Total
9338,4.62,味付け,Cicipilah.
9339,4.62,口コミ,Kau bicara padaku.
9340,4.62,ぐっと,It's ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ... itu ...
9341,4.62,フレンチ,Perancis.
9342,4.62,宜しく,Senang bertemu denganmu.
9343,4.62,アラビア,ARAB
9344,4.62,さく,Potong.
9345,4.62,商社,Ini adalah perusahaan komersial.
9346,4.62,本題,Aku tidak tahu apa yang kau bicarakan.
9347,4.61,暴動,Pemberontakan
9348,4.61,わっ,Oh.
9349,4.61,艇,Kapal
9350,4.61,短,Singkat
9351,4.61,赴任,Penyebaran.
9352,4.61,ティッシュ,Tish
9353,4.61,地価,Nilai tanah
9354,4.61,ダイナミック,dinamis
9355,4.61,損傷,Kerusakan.
9356,4.61,ゲイツ,Gates.
9357,4.61,カラス,Seekor gagak.
9358,4.61,おばあさん,Nenek.
9359,4.6,つと,Mari kita lakukan satu sama lain.
9360,4.6,選抜,Pilih
9361,4.6,大橋,Jembatan Besar
9362,4.6,空白,Ruang
9363,4.6,片山,One Mountain
9364,4.6,ピッタリ,Sempurna.
9365,4.6,キムチ,Kimchi.
9366,4.6,脱却,Evakuasi.
9367,4.6,余儀ない,Aku tidak bisa menahannya.
9368,4.6,カギ,Tombol
9369,4.6,オリーブ,Olive
9370,4.6,部数,Subtitles
9371,4.6,多摩,"(Untuk keterangan lengkap, lihat publikasinya)"
9372,4.6,ムダ,Kau membuang-buang waktumu.
9373,4.6,薬局,Farmasi
9374,4.59,早稲田,Akita.
9375,4.59,救急車,Ambulans.
9376,4.59,ちょい,Hei.
9377,4.59,理系,Ini gaya.
9378,4.59,離れ,Aman.
9379,4.59,枕,Bantal.
9380,4.59,攻め,Serang.
9381,4.59,マクドナルド,McDonald.
9382,4.59,リッチ,Kaya.
9383,4.59,無言,Diam.
9384,4.58,蝶,Kupu-kupu.
9385,4.58,いまさら,Sekarang.
9386,4.58,試練,TRIALS
9387,4.58,歌声,Bernyanyilah.
9388,4.58,ためらう,Aku akan menahan diri.
9389,4.58,初級,Kelas satu
9390,4.58,免れる,Aku akan pergi dengan ini.
9391,4.58,ざる,Tidak.
9392,4.58,失望,Kekecewaan
9393,4.58,生き生き,Hidup dan mati.
9394,4.58,院長,Direktur.
9395,4.58,直行,Baris
9396,4.58,寛,Tenang.
9397,4.58,見舞い,Kunjungan
9398,4.58,多用,Banyak hal.
9399,4.58,却下,Ditolak.
9400,4.58,洞窟,Gua
9401,4.58,それどころか,Sebaliknya.
9402,4.58,アナリスト,Analis.
9403,4.58,細か,Sedikit detail.
9404,4.58,ネーミング,Neming
9405,4.57,零細,- Operasi.
9406,4.57,好く,Bagus.
9407,4.57,ハーフ,Setengah.
9408,4.57,みつける,Aku akan melihat apa yang bisa kulakukan.
9409,4.57,走り回る,Aku sedang berkeliling.
9410,4.57,張り,Ketat.
9411,4.57,類型,Tipe
9412,4.57,抜け出す,Keluar.
9413,4.56,昼休み,Aku pergi makan siang.
9414,4.56,消耗,Pengeluaran
9415,4.56,撤廃,Pelucutan
9416,4.56,即す,Aku sedang di atasnya.
9417,4.56,仰る,"Ya, Pak."
9418,4.56,たら,"Oh, Tuhan."
9419,4.56,畜産,"Oh, sial."
9420,4.56,利権,Penjara.
9421,4.56,スルー,Slip
9422,4.56,啓蒙,Ilusi
9423,4.56,曜日,Minggu
9424,4.56,弾力,Ledakan
9425,4.56,全開,"Ayo, ayo, ayo, ayo."
9426,4.56,厄介,Masalah.
9427,4.56,ゝ,Aku tidak tahu.
9428,4.56,熊谷,Lembah Beruang
9429,4.56,エンターテイメント,Hiburan
9430,4.56,カ年,Setahun./ Setahun.
9431,4.55,またもや,Lagi.
9432,4.55,ロープ,Sebuah tali.
9433,4.55,近畿,Zheng Dia
9434,4.55,先方,Kau mau kemana?
9435,4.55,ストライキ,Coret
9436,4.55,染める,Aku akan mewarnainya.
9437,4.55,響,Suara
9438,4.55,フィルタ,Filter
9439,4.55,ミン,Min .
9440,4.55,山梨,Yamanashi
9441,4.55,柴田,Koda.
9442,4.55,イブ,Eve.
9443,4.55,ディナー,Makan malam.
9444,4.55,こないだ,Beberapa hari yang lalu.
9445,4.55,勘弁,"Oh, Tuhan."
9446,4.54,頂上,Puncak
9447,4.54,お子様,"Hei, sayang."
9448,4.54,思いやり,Simpati
9449,4.54,海水,Air laut
9450,4.54,ウラン,Uranium
9451,4.54,いままで,Sampai sekarang.
9452,4.54,地盤,Daratan
9453,4.54,世田谷,Oda Tani.
9454,4.54,りんご,Apel
9455,4.54,路地,Streets
9456,4.54,ディーラー,Dealer.
9457,4.54,ならびに,Dan...
9458,4.54,なめる,Menekan
9459,4.54,事後,Setelah
9460,4.54,バイオリン,Biola.
9461,4.53,未定,Tak dikenal
9462,4.53,くくる,Ini tidak bekerja.
9463,4.53,盛り上がり,Aku sangat senang.
9464,4.53,リアリティ,Realitas
9465,4.53,パッチ,Patch
9466,4.53,キューバ,Kuba
9467,4.53,紀行,Menopause
9468,4.53,揚げ,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo."
9469,4.52,受けとめる,Terima
9470,4.52,リマ,Lima
9471,4.52,享受,Nikmatilah.
9472,4.52,喚起,Panggil
9473,4.52,ベット,Bette.
9474,4.52,お花,Bunga.
9475,4.52,姉歯,Gigi kakakku.
9476,4.52,スッキリ,Ini sangat jelas.
9477,4.52,損益,EFFORT
9478,4.52,殻,Shells
9479,4.52,年上,Lebih Tua
9480,4.52,森田,Morita.
9481,4.52,限,Hanya
9482,4.52,町長,Walikota.
9483,4.51,潮,Tidal
9484,4.51,集客,Ladies and gentlemen.
9485,4.51,カッコイイ,Itu keren.
9486,4.51,搭乗,Semua naik.
9487,4.51,居心地,Aku merasa nyaman.
9488,4.51,流入,Masuk
9489,4.51,失点,¶ Lost Point ¶
9490,4.51,洗礼,Baptisan
9491,4.51,東ティモール,Timor Timur
9492,4.51,離脱,Lepas
9493,4.51,晃,Ini hanya masalah waktu.
9494,4.51,網羅,Tutup
9495,4.5,おそれる,Aku takut.
9496,4.5,文言,Kata
9497,4.5,したう,"Oh, Tuhan."
9498,4.5,裕,Aku baik-baik saja.
9499,4.5,クルー,Clu.
9500,4.5,ネパール,Nepal
9501,4.5,着せる,Aku akan memakainya.
9502,4.5,宮沢,Miyazawa.
9503,4.5,鶴,Tsuru.
9504,4.5,紙面,Kertas
9505,4.5,山中,Di pegunungan.
9506,4.5,出世,Aku akan berhasil.
9507,4.5,プリン,Puding
9508,4.49,倍増,Ganda
9509,4.49,飲酒,Minum
9510,4.49,リハーサル,Latihannya.
9511,4.49,アタック,Serang.
9512,4.49,上品,DiscreetKCharselect unicode block name
9513,4.49,カス,Ayo.
9514,4.49,尋問,Interogasi.
9515,4.49,繁殖,Membibit
9516,4.49,盗難,Ini curian.
9517,4.49,望,Harapan
9518,4.48,考,HADIRIN
9519,4.48,先住民,Penduduk asli.
9520,4.48,手持ち,Tunggu.
9521,4.48,前編,Terpadu
9522,4.48,パンク,Punk .
9523,4.48,乗り切る,Kita akan melewati ini.
9524,4.48,はずれる,Aku tidak bisa.
9525,4.48,愛国,Para patriot.
9526,4.48,致命,Ini fatal.
9527,4.48,蘭,Baek Seung Jo!
9528,4.48,カジノ,Kasino.
9529,4.48,まき,Wood
9530,4.48,ようこそ,Selamat datang.
9531,4.48,レーザ,Raza.
9532,4.48,突如,"Tiba-tiba,"
9533,4.48,ユニフォーム,Seragam
9534,4.48,広がり,Menyebar
9535,4.48,ツリー,Pohon
9536,4.48,チー,Kye.
9537,4.48,暗黙,Aku tidak tahu apa yang kau bicarakan.
9538,4.48,奨学,Beasiswa.
9539,4.48,分かつ,Berbagi
9540,4.48,プロトコル,Protokol
9541,4.47,トーン,Ambang batas
9542,4.47,部位,Lokasi
9543,4.47,部活,Berpartisipasi
9544,4.47,反戦,Anti-perang.
9545,4.47,オイラ,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey."
9546,4.47,むろん,Tentu saja.
9547,4.47,据える,Letakkan.
9548,4.47,実名,Nama asli
9549,4.47,懐,Saku.
9550,4.47,徹夜,Sepanjang malam.
9551,4.47,検事,Jaksa Wilayah.
9552,4.47,渡,Cross.
9553,4.47,かご,Keranjang.
9554,4.47,都度,Derajat
9555,4.47,小山,Oyama.
9556,4.47,夕,Malam
9557,4.47,先発,Awal
9558,4.46,ウン,Mm-hmm.
9559,4.46,受給,Aku dibayar.
9560,4.46,本業,Ini adalah real deal.
9561,4.46,メーター,Sebuah meter.
9562,4.46,殺し,Bunuh.
9563,4.46,スティック,Tongkat
9564,4.46,変容,Transformasi
9565,4.46,其の,Itulah yang saya bicarakan.
9566,4.46,カツ,Kucing.
9567,4.45,チェロ,"Hei, cello."
9568,4.45,飛,Terbang
9569,4.45,ヒマ,Kau bebas.
9570,4.45,泰,Aku yakin.
9571,4.45,クルーズ,Cruz.
9572,4.45,あ〜,Oh.
9573,4.45,是非とも,Dengan senang hati.
9574,4.45,トラウマ,Ini trauma.
9575,4.45,ライブラリ,Pustaka
9576,4.45,副業,Pekerjaan sampingan.
9577,4.45,キャピタル,Ibu kota.
9578,4.45,舟,Sebuah perahu.
9579,4.45,聖堂,Basilika
9580,4.45,送金,Transfer
9581,4.45,リットル,L.A.
9582,4.45,原案,Ide yang asli.
9583,4.45,拡散,Proliferasi
9584,4.45,準拠,Kendala
9585,4.45,不愉快,Menjijikkan.
9586,4.45,申し出る,Persembahan
9587,4.45,車椅子,Kursi roda.
9588,4.45,アシスタント,Asisten
9589,4.45,校正,bukti
9590,4.45,アルゴリズム,Algoritma
9591,4.44,包装,Mengepak
9592,4.44,ヘタ,Kau buruk dalam hal itu.
9593,4.44,後援,Mundur.
9594,4.44,泣ける,Aku menangis.
9595,4.44,育む,Aku akan mengurusnya.
9596,4.44,ちら,Di sana kau rupanya.
9597,4.44,ベビー,Sayang.
9598,4.43,処方,Resep.
9599,4.43,醜い,Ini jelek.
9600,4.43,はぐ,Ha-ha.
9601,4.43,はなし,Tidak.
9602,4.43,毎度,Setiap
9603,4.43,ダイオキシン,Dioxin.
9604,4.43,シリコンバレー,Lembah silikon
9605,4.43,読み込む,Muat
9606,4.43,隔離,Isolasi.
9607,4.43,陣営,FULT
9608,4.43,骨折,Tulang yang patah.
9609,4.43,直結,Dasi langsung.
9610,4.43,湾岸,Gulf Coast
9611,4.43,丸山,Gunung Bundar
9612,4.43,不公平,Ini tidak adil.
9613,4.42,掲示,Pemberitahuan
9614,4.42,封筒,Env
9615,4.42,総数,Total
9616,4.42,逝く,Dia sudah pergi.
9617,4.42,談話,Ini sebuah cerita.
9618,4.42,只今,Sekarang.
9619,4.42,或,Atau...
9620,4.42,転落,Falling Down
9621,4.42,ヒトラー,Hitler.
9622,4.42,一人ひとり,Satu per satu.
9623,4.42,委任,Aku yang bertanggung jawab.
9624,4.42,薬品,Narkoba
9625,4.41,ふだん,Aku tidak tahu.
9626,4.41,頂戴,Berikan padaku.
9627,4.41,一端,"Ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo, ayo."
9628,4.41,冷却,Pendinginan
9629,4.41,大雨,Hujan Lebatweather condition
9630,4.41,ボロボロ,Ini jalan buntu.
9631,4.41,台数,Jumlah Tabel
9632,4.41,崇拝,Sembah
9633,4.41,念願,Aku mohon padamu.
9634,4.41,ボーイ,Boy.
9635,4.41,水中,Underwater
9636,4.41,潰れる,Aku akan mendobraknya.
9637,4.41,搾取,Eksploitasi
9638,4.41,試作,Simulasi
9639,4.41,意地,Maafkan aku.
9640,4.41,定額,Set jumlah
9641,4.4,暴力団,Gangsters.
9642,4.4,なじむ,Sering
9643,4.4,賞賛,Puji Tuhan.
9644,4.4,あせる,Kau keluar.
9645,4.4,コネ,Koneksi
9646,4.4,ソナタ,Sonata
9647,4.4,慢性,Ini kronis.
9648,4.4,プリンタ,Pencetak
9649,4.39,老後,Usia Tua
9650,4.39,ネズミ,Tikus.
9651,4.39,ドロップ,Jatuhkan
9652,4.39,見本,Sampel.
9653,4.39,とい,"Ya, Pak."
9654,4.39,県知事,Gubernur.
9655,4.39,侵攻,Invasi
9656,4.39,品川,Tokugawa
9657,4.39,引き下げる,Mundur.
9658,4.39,北側,Sisi utara.
9659,4.39,読み取る,Baca
9660,4.39,愛好,Cinta.
9661,4.39,葬式,Pemakaman
9662,4.39,産婆,Aku hamil.
9663,4.39,イノベーション,Inovasi.
9664,4.39,引き込む,Gambar
9665,4.39,泡,Gelembung.
9666,4.39,麻酔,Anestesi.
9667,4.39,修習,Pelatihan
9668,4.38,ターミナル,Terminal
9669,4.38,三木,Tiga pohon.
9670,4.38,小笠原,Kogihara
9671,4.38,化石,"Seorang paleontolog, Dr."
9672,4.38,過ち,Galat
9673,4.38,コメディ,Komedi
9674,4.37,手渡す,Aku akan memberikannya kepada Anda.
9675,4.37,荘,Rumah.
9676,4.37,転勤,Transmisi
9677,4.37,ふるさと,Kau tahu apa yang kubicarakan?
9678,4.37,理不尽,Itu tidak adil.
9679,4.37,申し出,Tawarannya.
9680,4.37,三井,Mii
9681,4.37,明快,Hapus
9682,4.37,むら,Itu saja.
9683,4.37,列島,Kolom
9684,4.37,ヒデ,Sembunyi.
9685,4.37,傍,"Hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey, hey"
9686,4.37,オト,Oto
9687,4.37,行進,Marching
9688,4.37,詰め込む,Mengepak
9689,4.37,ちの,"Oh, Tuhan."
9690,4.37,省く,"Tidak, terima kasih."
9691,4.37,公庫,Ini perpustakaan umum.
9692,4.36,おなじ,Bu.
9693,4.36,公述,Disposisi Publik
9694,4.36,知覚,Sensory
9695,4.36,歴代,Tawarikh
9696,4.36,北村,Desa Utara
9697,4.36,簡素,Sederhana
9698,4.36,寛容,Sikap serbaboleh
9699,4.36,解読,Dekripsi
9700,4.36,淡い,Cahaya
9701,4.36,汎用,Umum
9702,4.36,垂直,Vertikal
9703,4.36,キミ,Kau.
9704,4.36,セクシー,Seksi.
9705,4.36,コーディネーター,Concordator
9706,4.36,歩ける,Aku bisa berjalan.
9707,4.36,グッド,Bagus.
9708,4.35,近況,Kini
9709,4.35,鳩,Merpati
9710,4.35,悪夢,Mimpi buruk.
9711,4.35,中級,Tengah
9712,4.35,ＯＢ,OB
9713,4.35,軍団,Legiun.
9714,4.35,セキュリティー,Keamanan.
9715,4.35,ノード,Nodal
9716,4.35,夕飯,Makan malam.
9717,4.35,こんど,"Oh, Tuhan."
9718,4.35,予期,Diduga
9719,4.35,不気味,Ini menyeramkan.
9720,4.35,過失,Akurasi
9721,4.35,特異,Unik
9722,4.35,木々,Pohon
9723,4.35,バスク,Basque
9724,4.35,接点,Titik Ringkas
9725,4.35,変遷,Ubah
9726,4.35,嗜好,Aku menyukainya.
9727,4.35,すう,Mm-hmm.
9728,4.35,不利益,Kerugian
9729,4.34,いいえ,Tidak.
9730,4.34,ヨハネ,Yohanes
9731,4.34,トリック,Trik
9732,4.34,定食,Makanan biasa.
9733,4.34,赤ん坊,Sayang.
9734,4.34,大作,Ini adalah satu besar.
9735,4.34,サンド,Pasir.
9736,4.34,柳,Dow.
9737,4.34,軽視,Mengabaikan
9738,4.34,任す,Aku akan mengurusnya.
9739,4.34,マグロ,Tuna.
9740,4.34,要注意,Hati-hati.
9741,4.33,見舞う,Aku akan melihat Anda segera.
9742,4.33,暴れる,Ini akan menjadi kasar.
9743,4.33,バリバリ,BALIBALI
9744,4.33,田んぼ,Tada.
9745,4.33,不備,Tidak cukup
9746,4.33,ボクシング,Tinju.
9747,4.33,雑,Clutter
9748,4.33,目録,Katalog
9749,4.33,手塚,kerajinan tangan
9750,4.33,勘案,Aku tidak tahu.
9751,4.33,工藤,Kudo.
9752,4.33,お出かけ,Kita akan keluar.
9753,4.33,巻き,Gulungan.
9754,4.33,宅配,Kiriman.
9755,4.33,ラテン,Latin
9756,4.33,峠,Lewat.
9757,4.33,とある,"It's like, ""Oh, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah"
9758,4.32,宝くじ,Lotteries
9759,4.32,テキサス,Texas.
9760,4.32,いと,Uh-huh.
9761,4.32,解禁,Kontradiksi.
9762,4.32,尿,Air seni.
9763,4.32,隠蔽,Tutup
9764,4.32,典,Buku
9765,4.32,トス,Lempar
9766,4.31,啓,Ree.
9767,4.31,レター,Huruf
9768,4.31,クリーン,Bersih
9769,4.31,ヤクザ,Yakuza.
9770,4.31,ゴメン,Maafkan aku.
9771,4.31,猛烈,Agresif.
9772,4.31,サラ,Sara.
9773,4.31,Ｚ,Z.
9774,4.31,中枢,Tengah
9775,4.31,女児,Gadis.
9776,4.31,学位,Gelar.
9777,4.31,一挙,"Satu, dua, tiga."
9778,4.31,内定,Terpadu
9779,4.31,カルロス,Carlos.
9780,4.31,生体,Liver
9781,4.31,血圧,Tekanan darah.
9782,4.31,養護,Caregiver
9783,4.31,アイスランド,Islandia
9784,4.31,ヨット,Kapal pesiar.
9785,4.31,ハズ,"Tidak, kurasa tidak."
9786,4.31,ここら,Ini.
9787,4.31,出費,Pengeluaran
9788,4.31,酵素,Enzymes
9789,4.31,厳重,Akurasi
9790,4.31,税関,Customs
9791,4.31,混同,Campuran
9792,4.31,うんざり,Aku muak.
9793,4.31,日差し,Matahari
9794,4.3,ヒューマン,Manusia.
9795,4.3,果実,Buah
9796,4.3,執着,Kegigihan.
9797,4.3,反乱,Pemberontakan.
9798,4.3,介助,Tolong aku.
9799,4.3,対価,Kompetitif
9800,4.3,標本,Bahan Peledak
9801,4.3,モチーフ,Moor.
9802,4.3,金儲け,Menghasilkan uang.
9803,4.3,神さま,"Oh, Tuhan."
9804,4.3,入れ,Masuklah.
9805,4.3,焼却,Bakar
9806,4.3,弾ける,Aku bisa bermain.
9807,4.3,母国,Negara
9808,4.3,カンファレンス,Tidak bisakah aku?
9809,4.3,とことん,Aku tidak tahu.
9810,4.3,柔軟性,Fleksibilitas
9811,4.3,税法,Hukum Pajak
9812,4.3,投げかける,Maafkan aku.
9813,4.3,下り,Turun.
9814,4.3,被疑,Tuduhan
9815,4.29,目下,Sekarang.
9816,4.29,なみ,Berlutut.
